"fia_code","nvel_template","volume_type","volume_class","source_file","source_line_start","source_line_end","upstream_commit"
"CU081005","P16MAC0081","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU081006","P16MAC0081","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU081007","P16MAC0081","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU093001","200DVEW093","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU093002","200DVEW093","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU093003","300DVEW093","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU093004","300DVEW093","CV*","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU093005","400MATW093","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU093006","407MATW093","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU093102","200DVEW093","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU094001","P01DIP0094","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU094004","A00DVEW094","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU094005","A00DVEW094","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU106001","200DVEW106","CV1.5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU106002","301DVEW106","CV1.5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU106003","302DVEW106","CV1.5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU106004","300DVEW106","CV1.5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU106005","R03CHO0106","CV1.5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU106006","R03CHO0106","CV3","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU108001","200DVEW108","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU108002","200DVEW108","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU108003","P02MAC1108","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU108005","400MATW108","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU108006","401MATW108","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU108007","P16MAC0108","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU108008","P16MAC0108","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU108009","P16MAC0108","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU108010","P16MAC0108","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU108011","P16MAC0108","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU108102","200DVEW108","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU113001","300DVEW113","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU113002","300DVEW113","CV*","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU117001","P02MAC1117","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU117002","400MATW117","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU117003","P16MAC0117","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU117004","P16MAC0117","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU117005","P16MAC0117","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU117006","P16MAC0117","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU117007","P16MAC0117","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU119003","P16MAC0119","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU119004","P16MAC0119","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU119005","P16MAC0119","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU119006","P16MAC0119","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU119007","P16MAC0119","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU121001","S00FAR0121","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU121002","S00FAR0121","CV1","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU121003","S00FAR0121","CV2","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU121004","S00FAR0121","CV3","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU121005","S00FAR0121","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU121006","S00FAR0121","CV5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU121007","S00FAR0121","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU121008","S00FAR0121","CV7","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU121009","S00FAR0121","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU121010","S00FAR0121","CV9","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU121011","S00FAR0121","CV10","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU121012","S00FAR0121","CV11","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU121013","S00FAR0121","CV12","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122001","200DVEW122","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122002","200DVEW122","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122003","212DVEW122","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122004","212DVEW122","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122005","203DVEW122","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122006","300DVEW122","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122007","301DVEW122","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122008","301DVEW122","CV*","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122009","302DVEW122","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122010","302DVEW122","CV*","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122011","P02MAC1122","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122012","400MATW122","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122013","401MATW122","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122014","402MATW122","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122015","403MATW122","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122016","R00MCT0122","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122017","R00MCT1122","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122018","R00MYE0122","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122019","R00MYE1122","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122020","R00MYE0122","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122021","R00MYE1122","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122022","R00MYE0122","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122023","R00MYE1122","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122024","P16MAC0122","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122025","P16MAC0122","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122026","P16MAC0122","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122027","P16MAC0122","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122028","P16MAC0122","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122102","200DVEW122","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU122104","212DVEW122","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU131001","S01BUR1131","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU131002","S01BUR0131","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU131003","S00BUR1131","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU131004","S00BUR0131","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU133001","400DVEW133","CV1.5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU202001","301DVEW202","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU202002","301DVEW202","CV*","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU202003","302DVEW202","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU202004","302DVEW202","CV*","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU202005","R01KEM0202","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU202006","P02KRU2202","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU202007","P02MAC1202","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU202008","A01BRUW202","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU202009","A01BRUW202","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU202010","400MATW202","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU202011","401MATW202","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU202012","405MATW202","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU202013","P16MAC0202","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU202014","P16MAC0202","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU202015","P16MAC0202","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU202016","P16MAC0202","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU202017","P16MAC0202","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU202018","P16KIN0202","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU202019","P16KIN0202","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU202020","P16KIN0202","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU202021","P16KIN0202","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU202022","P16KIN0202","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU211001","P02KRU2211","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU212001","500DVEW212","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU212002","500DVEW212","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU242001","P01BDE0242","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU242002","P01BDE0242","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU263001","P02KRU2263","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU263002","P16CHA0263","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU263003","P16CHA0263","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU263004","P16CHA0263","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU263005","P16CHA0263","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU263006","P16CHA0263","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU264001","P16BEL0264","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU264002","P16BEL0264","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU264003","P16BEL0264","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU264004","P16BEL0264","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU264005","P16BEL0264","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU300001","200DVEW998","CV1.5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU351001","500DVEW351","CV*","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU351002","P16CUR0351","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU351003","P16CUR0351","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU351004","P16CUR0351","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU351005","P16CUR0351","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU351006","P16CUR0351","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU475001","200DVEW475","CV1.5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU475002","300DVEW314","CV1.5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU740001","R01KEM0740","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU741001","P01DIP0741","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU746001","200DVEW746","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU746002","200DVEW746","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU746003","300DVEW746","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU746004","300DVEW746","CV*","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU746006","201DVEW746","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU746007","N00SCH0746","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU746008","N00SCH1746","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU746009","N00SCH1746","TOTTREE","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU746010","400MATW746","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU746102","200DVEW746","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU755001","300DVEW999","CV1.5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU800001","301DVEW800","CV1.5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU800002","300DVEW800","CV1.5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU800003","N00HIL0800","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU806001","S00CLK1806","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU806002","S00CLK0806","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU806003","S00CLK1806","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU806004","S00CLK0806","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU806005","S00CLK1806","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU806006","S00CLK0806","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU806007","S00CLK1806","CROWN","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU806008","S00CLK0806","CROWN","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU814001","200DVEW814","CV1.5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU823001","200DVEW823","CV1.5","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU831001","S00SCH0831","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU831002","S00SCH1831","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU831003","S00SCH1831","TOTTREE","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU833001","S00CLK1833","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU833002","S00CLK0833","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU833003","S00CLK1833","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU833004","S00CLK0833","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU833005","S00CLK1833","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU833006","S00CLK0833","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU833007","S00CLK1833","CROWN","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU833008","S00CLK0833","CROWN","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU998001","P16MAC0998","CVTS","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU998002","P16MAC0998","CVT","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU998003","P16MAC0998","CV4","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU998004","P16MAC0998","CV6","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"CU998005","P16MAC0998","CV8","cubic","fiaeq2nveleq.for",254,617,"38548071d5aa652bb90c7f111f86b427f798a1c9"
