voleq,position1_family_code,forest_or_geoarea,model_mnemonic,species_code,family,profile_based,dispatch_routine,source,notes
A00DVEW747,A,00,DVEW,747,direct_volume,FALSE,R10D2H (r10d2h.f:2),voleqdef.f:2381,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
A00F32W042,A,00,F32W,042,flewelling_3pt,TRUE,"SF_DS+SF_YHAT3 (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:2378,Literal default-equation / species-validity string in voleqdef.f.
A00F32W098,A,00,F32W,098,flewelling_3pt,TRUE,"SF_DS+SF_YHAT3 (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:2379,Literal default-equation / species-validity string in voleqdef.f.
A00F32W242,A,00,F32W,242,flewelling_3pt,TRUE,"SF_DS+SF_YHAT3 (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:2379,Literal default-equation / species-validity string in voleqdef.f.
A00F32W260,A,00,F32W,260,flewelling_3pt,TRUE,"SF_DS+SF_YHAT3 (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:2378,Literal default-equation / species-validity string in voleqdef.f.
A00FW2W042,A,00,FW2W,042,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:2398,Literal default-equation / species-validity string in voleqdef.f.
A00FW2W098,A,00,FW2W,098,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:2399,Literal default-equation / species-validity string in voleqdef.f.
A00FW2W242,A,00,FW2W,242,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:2400,Literal default-equation / species-validity string in voleqdef.f.
A00FW2W260,A,00,FW2W,260,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:2401,Literal default-equation / species-validity string in voleqdef.f.
A01DEMW000,A,01,DEMW,000,r10_taper,TRUE,R10TAP (r10tap.f:2),voleqdef.f:2388,Literal default-equation / species-validity string in voleqdef.f.
A01DVEW094,A,01,DVEW,094,direct_volume,FALSE,R10D2H (r10d2h.f:2),voleqdef.f:2398,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
A01DVEW375,A,01,DVEW,375,direct_volume,FALSE,R10D2H (r10d2h.f:2),voleqdef.f:2402,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
A01DVEW747,A,01,DVEW,747,direct_volume,FALSE,R10D2H (r10d2h.f:2),voleqdef.f:2402,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
A02DEMW000,A,02,DEMW,000,r10_taper,TRUE,R10TAP (r10tap.f:2),voleqdef.f:2400,Literal default-equation / species-validity string in voleqdef.f.
A02DVEW094,A,02,DVEW,094,direct_volume,FALSE,R10D2H (r10d2h.f:2),voleqdef.f:2399,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Literal default-equation / species-validity string in voleqdef.f.
A02F32W042,A,02,F32W,042,flewelling_3pt,TRUE,"SF_DS+SF_YHAT3 (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:2382,Literal default-equation / species-validity string in voleqdef.f.
A02F32W098,A,02,F32W,098,flewelling_3pt,TRUE,"SF_DS+SF_YHAT3 (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:2382,Literal default-equation / species-validity string in voleqdef.f.
A02F32W242,A,02,F32W,242,flewelling_3pt,TRUE,"SF_DS+SF_YHAT3 (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:2383,Literal default-equation / species-validity string in voleqdef.f.
A02F32W260,A,02,F32W,260,flewelling_3pt,TRUE,"SF_DS+SF_YHAT3 (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:2401,Literal default-equation / species-validity string in voleqdef.f.
A02F32W263,A,02,F32W,263,flewelling_3pt,TRUE,"SF_DS+SF_YHAT3 (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:2383,Literal default-equation / species-validity string in voleqdef.f.
A02FW2W098,A,02,FW2W,098,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:2399,Literal default-equation / species-validity string in voleqdef.f.
A02FW2W260,A,02,FW2W,260,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:2402,Literal default-equation / species-validity string in voleqdef.f.
A16CURW260,A,16,CURW,260,r10_taper,TRUE,R10TAP (r10tap.f:2),voleqdef.f:2402,Literal default-equation / species-validity string in voleqdef.f.
A16CURW351,A,16,CURW,351,r10_taper,TRUE,R10TAP (r10tap.f:2),voleqdef.f:940,Literal default-equation / species-validity string in voleqdef.f.
A16DEMW042,A,16,DEMW,042,r10_taper,TRUE,R10TAP (r10tap.f:2),voleqdef.f:2398,Literal default-equation / species-validity string in voleqdef.f.
A16DEMW098,A,16,DEMW,098,r10_taper,TRUE,R10TAP (r10tap.f:2),voleqdef.f:2399,Literal default-equation / species-validity string in voleqdef.f.
A16DEMW242,A,16,DEMW,242,r10_taper,TRUE,R10TAP (r10tap.f:2),voleqdef.f:2401,Literal default-equation / species-validity string in voleqdef.f.
A32CURW000,A,32,CURW,000,r10_taper,TRUE,R10TAP (r10tap.f:2),voleqdef.f:2400,Literal default-equation / species-validity string in voleqdef.f.
A32CURW351,A,32,CURW,351,r10_taper,TRUE,R10TAP (r10tap.f:2),voleqdef.f:2380,Literal default-equation / species-validity string in voleqdef.f.
A32DEMW042,A,32,DEMW,042,r10_taper,TRUE,R10TAP (r10tap.f:2),voleqdef.f:2398,Literal default-equation / species-validity string in voleqdef.f.
A32DEMW098,A,32,DEMW,098,r10_taper,TRUE,R10TAP (r10tap.f:2),voleqdef.f:2400,Literal default-equation / species-validity string in voleqdef.f.
A32DEMW242,A,32,DEMW,242,r10_taper,TRUE,R10TAP (r10tap.f:2),voleqdef.f:2401,Literal default-equation / species-validity string in voleqdef.f.
A61DEMW042,A,61,DEMW,042,r10_taper,TRUE,R10TAP (r10tap.f:2),voleqdef.f:2398,Literal default-equation / species-validity string in voleqdef.f.
A61DEMW098,A,61,DEMW,098,r10_taper,TRUE,R10TAP (r10tap.f:2),voleqdef.f:2400,Literal default-equation / species-validity string in voleqdef.f.
A61DEMW242,A,61,DEMW,242,r10_taper,TRUE,R10TAP (r10tap.f:2),voleqdef.f:2401,Literal default-equation / species-validity string in voleqdef.f.
B00BEHW011,B,00,BEHW,011,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:928,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW015,B,00,BEHW,015,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:928,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW017,B,00,BEHW,017,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:928,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW021,B,00,BEHW,021,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:928,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW022,B,00,BEHW,022,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:929,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW041,B,00,BEHW,041,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:929,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW042,B,00,BEHW,042,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:929,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW073,B,00,BEHW,073,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:930,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW081,B,00,BEHW,081,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:930,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW093,B,00,BEHW,093,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:930,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW098,B,00,BEHW,098,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:930,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW108,B,00,BEHW,108,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:931,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW116,B,00,BEHW,116,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:931,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW117,B,00,BEHW,117,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:931,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW119,B,00,BEHW,119,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:931,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW122,B,00,BEHW,122,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:932,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW211,B,00,BEHW,211,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:932,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW231,B,00,BEHW,231,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:932,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW242,B,00,BEHW,242,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:929,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW260,B,00,BEHW,260,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:933,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW263,B,00,BEHW,263,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:1481,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW312,B,00,BEHW,312,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:933,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW351,B,00,BEHW,351,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:934,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW361,B,00,BEHW,361,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:934,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW431,B,00,BEHW,431,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:934,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW542,B,00,BEHW,542,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:934,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW631,B,00,BEHW,631,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:935,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW747,B,00,BEHW,747,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:935,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW800,B,00,BEHW,800,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:935,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW998,B,00,BEHW,998,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:935,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B00BEHW999,B,00,BEHW,999,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:936,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B01BEHW202,B,01,BEHW,202,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:932,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B02BEHW202,B,02,BEHW,202,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:936,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
B03BEHW202,B,03,BEHW,202,blm_taper,TRUE,"BEHTAP dispatches to BLMTAPEQ+BLMTAP (blmtap.f:275,4)",voleqdef.f:936,VOLEQ(1:1)='B' branch inside BEHTAP routes to the BLM profile-group taper (blmtap.f:285). Literal default-equation / species-validity string in voleqdef.f.
F00FW2W202,F,00,FW2W,202,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:901,Literal default-equation / species-validity string in voleqdef.f.
F00FW2W242,F,00,FW2W,242,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:901,Literal default-equation / species-validity string in voleqdef.f.
F00FW2W260,F,00,FW2W,260,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:908,Literal default-equation / species-validity string in voleqdef.f.
F00FW2W263,F,00,FW2W,263,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:901,Literal default-equation / species-validity string in voleqdef.f.
F01FW2W202,F,01,FW2W,202,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:901,Literal default-equation / species-validity string in voleqdef.f.
F01FW2W242,F,01,FW2W,242,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:901,Literal default-equation / species-validity string in voleqdef.f.
F01FW2W260,F,01,FW2W,260,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:908,Literal default-equation / species-validity string in voleqdef.f.
F01FW2W263,F,01,FW2W,263,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:902,Literal default-equation / species-validity string in voleqdef.f.
F02FW2W202,F,02,FW2W,202,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:902,Literal default-equation / species-validity string in voleqdef.f.
F02FW2W242,F,02,FW2W,242,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:902,Literal default-equation / species-validity string in voleqdef.f.
F02FW2W260,F,02,FW2W,260,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:909,Literal default-equation / species-validity string in voleqdef.f.
F02FW2W263,F,02,FW2W,263,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:902,Literal default-equation / species-validity string in voleqdef.f.
F03FW2W202,F,03,FW2W,202,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:902,Literal default-equation / species-validity string in voleqdef.f.
F03FW2W242,F,03,FW2W,242,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:903,Literal default-equation / species-validity string in voleqdef.f.
F03FW2W260,F,03,FW2W,260,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:909,Literal default-equation / species-validity string in voleqdef.f.
F03FW2W263,F,03,FW2W,263,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:903,Literal default-equation / species-validity string in voleqdef.f.
F04FW2W202,F,04,FW2W,202,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:903,Literal default-equation / species-validity string in voleqdef.f.
F04FW2W242,F,04,FW2W,242,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:903,Literal default-equation / species-validity string in voleqdef.f.
F04FW2W260,F,04,FW2W,260,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:910,Literal default-equation / species-validity string in voleqdef.f.
F04FW2W263,F,04,FW2W,263,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:903,Literal default-equation / species-validity string in voleqdef.f.
F05FW2W202,F,05,FW2W,202,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:904,Literal default-equation / species-validity string in voleqdef.f.
F05FW2W242,F,05,FW2W,242,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:904,Literal default-equation / species-validity string in voleqdef.f.
F05FW2W260,F,05,FW2W,260,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:910,Literal default-equation / species-validity string in voleqdef.f.
F05FW2W263,F,05,FW2W,263,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:904,Literal default-equation / species-validity string in voleqdef.f.
F06FW2W202,F,06,FW2W,202,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:904,Literal default-equation / species-validity string in voleqdef.f.
F06FW2W242,F,06,FW2W,242,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:904,Literal default-equation / species-validity string in voleqdef.f.
F06FW2W260,F,06,FW2W,260,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:910,Literal default-equation / species-validity string in voleqdef.f.
F06FW2W263,F,06,FW2W,263,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:905,Literal default-equation / species-validity string in voleqdef.f.
F07FW2W202,F,07,FW2W,202,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:905,Literal default-equation / species-validity string in voleqdef.f.
F07FW2W242,F,07,FW2W,242,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:905,Literal default-equation / species-validity string in voleqdef.f.
F07FW2W260,F,07,FW2W,260,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:910,Literal default-equation / species-validity string in voleqdef.f.
F07FW2W263,F,07,FW2W,263,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:905,Literal default-equation / species-validity string in voleqdef.f.
F08FW2W202,F,08,FW2W,202,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:905,Literal default-equation / species-validity string in voleqdef.f.
F08FW2W242,F,08,FW2W,242,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:906,Literal default-equation / species-validity string in voleqdef.f.
F08FW2W260,F,08,FW2W,260,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:910,Literal default-equation / species-validity string in voleqdef.f.
F08FW2W263,F,08,FW2W,263,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:906,Literal default-equation / species-validity string in voleqdef.f.
H00SN2W301,H,00,SN2W,301,r12_taper,TRUE,"R12VOL/R12TAP (r12vol.f, r12tap.f:2)",voleqdef.f:761,Literal default-equation / species-validity string in voleqdef.f.
H00SN2W510,H,00,SN2W,510,r12_taper,TRUE,"R12VOL/R12TAP (r12vol.f, r12tap.f:2)",voleqdef.f:763,Literal default-equation / species-validity string in voleqdef.f.
H00SN2W671,H,00,SN2W,671,r12_taper,TRUE,"R12VOL/R12TAP (r12vol.f, r12tap.f:2)",voleqdef.f:765,Literal default-equation / species-validity string in voleqdef.f.
H01SN2W510,H,01,SN2W,510,r12_taper,TRUE,"R12VOL/R12TAP (r12vol.f, r12tap.f:2)",voleqdef.f:763,Literal default-equation / species-validity string in voleqdef.f.
I00FW2W012,I,00,FW2W,012,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:192,Literal default-equation / species-validity string in voleqdef.f.
I00FW2W017,I,00,FW2W,017,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:192,Literal default-equation / species-validity string in voleqdef.f.
I00FW2W019,I,00,FW2W,019,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:192,Literal default-equation / species-validity string in voleqdef.f.
I00FW2W073,I,00,FW2W,073,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:193,Literal default-equation / species-validity string in voleqdef.f.
I00FW2W093,I,00,FW2W,093,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:193,Literal default-equation / species-validity string in voleqdef.f.
I00FW2W108,I,00,FW2W,108,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:194,Literal default-equation / species-validity string in voleqdef.f.
I00FW2W119,I,00,FW2W,119,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:194,Literal default-equation / species-validity string in voleqdef.f.
I00FW2W122,I,00,FW2W,122,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:195,Literal default-equation / species-validity string in voleqdef.f.
I00FW2W202,I,00,FW2W,202,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:196,Literal default-equation / species-validity string in voleqdef.f.
I00FW2W242,I,00,FW2W,242,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:196,Literal default-equation / species-validity string in voleqdef.f.
I00FW2W260,I,00,FW2W,260,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:196,Literal default-equation / species-validity string in voleqdef.f.
I00FW2W263,I,00,FW2W,263,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:883,Literal default-equation / species-validity string in voleqdef.f.
I11FW2W012,I,11,FW2W,012,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:205,Literal default-equation / species-validity string in voleqdef.f.
